Appr Gene (m),MGI ID,Appr Gene (h),HGNC ID,Ensembl (m),Ensembl (h),human ibaq protein group id,mouse ibaq protein group id,"iBAQ mPSD01 (Log2, normalised)","iBAQ mPSD02 (Log2, normalised)","iBAQ mPSD03 (Log2, normalised)","iBAQ hPSD01 (Log2, normalised)","iBAQ hPSD02 (Log2, normalised)","iBAQ hPSD03 (Log2, normalised)","iBAQ hPSD average (Log2, normalised)","iBAQ mPSD average (Log2, normalised)",Average fold change (mPSD from hDB/hPSD from mDB),t-test Significant (Perm 0.01),t-test p value
Pdhx,MGI:1351627,PDHX,HGNC:21350,ENSMUSG00000010914,ENSG00000110435,1645,1057,-0.8539141,-0.3497858,-0.4964,-0.63668,-0.4479506,-2.276039,-1.1202232,-0.5666999666666667,1.4676655372299678,,0.408077234699409
Pdia3,MGI:95834,PDIA3,HGNC:4606,ENSMUSG00000027248,ENSG00000167004,809,1233,-3.881337,-4.253026,-4.747842,-0.7972015,-0.3566434,-0.5589522,-0.5709323666666667,-4.294068333333334,0.07572240448927148,+,0.000188628750032782
Pfkl,MGI:97547,PFKL,HGNC:8876,ENSMUSG00000020277,ENSG00000141959,1790,1744,-5.250988,-4.107213,-5.048592,-4.858064,-0.4014605,-1.48091,-2.2468114999999997,-4.8022643333333335,0.17011086175932244,,0.139373735947849
Pfkm,MGI:97548,PFKM,HGNC:8877,ENSMUSG00000033065,ENSG00000152556,2242,1607,0.8268874,1.39134,1.278116,1.007024,1.96353,1.501149,1.4905676666666665,1.1654478,0.7982320622973103,,0.374491461913155
Pfkp,MGI:1891833,PFKP,HGNC:8878,ENSMUSG00000021196,ENSG00000067057,342,519,1.361319,2.457761,2.757338,0.6059471,1.601308,1.415807,1.2076873666666665,2.1921393333333334,1.9785615783051171,,0.132875160468311
Pgam1,MGI:97552,PGAM1,HGNC:8888,ENSMUSG00000011752,ENSG00000186076,2047,1931,-0.2441847,0.4820128,-1.335128,1.581742,1.196138,0.9376562,1.2385120666666667,-0.36576663333333337,0.328900088161575,,0.0457677076723195
Phactr1,MGI:2659021,PHACTR1,HGNC:20990,ENSMUSG00000054728,ENSG00000112137,907,2230,0.9008916,1.216623,0.7413352,-1.837667,0.03109741,-0.3076,-0.7047231966666666,0.9529499333333332,3.1550724407557658,,0.0487037768188747
Phb,MGI:97572,PHB,HGNC:8912,ENSMUSG00000038845,ENSG00000167085,567,815,2.479963,1.747859,0.6134411,1.975416,2.149254,0.8408056,1.6551585333333334,1.6137543666666667,0.9717087285757358,,0.954404772090099
Phb2,MGI:102520,PHB2,HGNC:30306,ENSMUSG00000004264,ENSG00000215021,868,1498,2.753658,2.279355,1.454532,3.710084,3.108572,1.99408,2.937578666666667,2.1625150000000004,0.5843628355631568,,0.28592876464991
Phgdh,MGI:1355330,PHGDH,HGNC:8923,ENSMUSG00000053398,ENSG00000092621,393,1120,-0.1794217,0.6219797,-0.321477,2.956491,2.011096,3.28058,2.7493890000000003,0.04036033333333333,0.15293296629973252,+,0.00488655840987273
Phldb1,MGI:2143230,PHLDB1,HGNC:23697,ENSMUSG00000048537,ENSG00000019144,1967,1551,-2.427666,-3.615514,-5.565278,-2.667966,-2.364883,-4.296083,-3.109644,-3.8694859999999998,0.5905610037930588,,0.525441624859188
Pi4ka,MGI:2448506,PI4KA,HGNC:8983,ENSMUSG00000041720,ENSG00000215513,1090,235,0.5874476,0.9952934,0.6814798,-0.6676635,0.2472064,0,-0.14015236666666667,0.7547402666666666,1.8594714965303347,,0.0405278746201556
Pip4k2a,MGI:1298206,PIP4K2A,HGNC:8997,ENSMUSG00000026737,ENSG00000150867,338,229,-0.2531723,-0.5222661,-0.0005640414,3.538552,2.440204,3.618984,3.1992466666666672,-0.25866748046666665,0.09100476222389799,+,0.00107212624362263
Pip4k2b,MGI:1934234,PIP4K2B,HGNC:8998,ENSMUSG00000018547,ENSG00000141720,1353,1621,-0.8664316,-1.253333,-0.6650249,0.04168171,1.1069,1.140186,0.7629225700000001,-0.9282631666666666,0.30967230378552846,,0.0133829971593413
Pkm2,MGI:97591,PKM2,HGNC:9021,ENSMUSG00000032294,ENSG00000067225,1484,2332,-0.8917493,-0.5617802,-1.135171,1.532622,3.706362,4.305889,3.181624333333333,-0.8629001666666666,0.06060058370360163,,0.00923920229135144
Pkp4,MGI:109281,PKP4,HGNC:9026,ENSMUSG00000026991,ENSG00000144283,2257,2071,1.838085,1.797068,1.989699,0.3525578,0.5330415,0.4948899,0.4601630666666667,1.8749506666666667,2.666204794721708,+,6.09494741174775e-05
Plcb1,MGI:97613,PLCB1,HGNC:15917,ENSMUSG00000051177,ENSG00000182621,1436,2028,2.507147,-0.6830403,-1.403929,0.4227108,0.5876037,0.3788686,0.4630610333333333,0.14005923333333326,0.7994048329624791,,0.801656170311201
Plekha6,MGI:2388662,PLEKHA6,HGNC:17053,ENSMUSG00000041757,ENSG00000143850,260,1325,-2.69005,-2.711371,-2.161042,-1.733835,-1.25687,-1.176925,-1.38921,-2.520821,0.4564057903167117,,0.0106418835933657
Pllp,MGI:1915051,PLLP,HGNC:18553,ENSMUSG00000031775,ENSG00000102934,1013,416,3.130319,3.319317,2.731298,5.952176,4.050825,4.857486,4.953495666666666,3.0603113333333334,0.2692121945735218,,0.0305651736105339
Plp1,MGI:97623,PLP1,HGNC:9086,ENSMUSG00000031425,ENSG00000123560,1440,406,0.03633294,0.6086839,-0.3528226,3.606743,3.870334,4.168072,3.8817163333333333,0.09739808000000001,0.07257828347119454,+,0.000303161405355024
Plxna1,MGI:107685,PLXNA1,HGNC:9099,ENSMUSG00000030084,ENSG00000114554,2144,904,-3.936723,-3.522425,-3.495509,-2.667308,-1.458632,-1.64159,-1.92251,-3.6515523333333335,0.30165212835234795,,0.0126688711193894
Plxna4,MGI:2179061,PLXNA4,HGNC:9102,ENSMUSG00000029765,ENSG00000220225,1191,1011,-4.831254,-4.611272,-4.858665,-4.469515,-3.726802,-2.966483,-3.7209333333333334,-4.767063666666667,0.4842653440175521,,0.0765966402195648
Ppfia1,MGI:1924750,PPFIA1,HGNC:9245,ENSMUSG00000037519,ENSG00000131626,1181,2396,-4.025722,-2.511096,-1.655684,-4.297247,-4.198003,-3.637278,-4.044175999999999,-2.730834,2.485165618001715,,0.143353308279589
Ppfia2,MGI:2443834,PPFIA2,HGNC:9246,ENSMUSG00000053825,ENSG00000139220,2452,1100,1.484406,1.614239,1.004842,0.6343231,0.7947133,1.171228,0.8667547999999999,1.3678289999999997,1.415266947786314,,0.109519418539691
Ppfia3,MGI:1924037,PPFIA3,HGNC:9247,ENSMUSG00000003863,ENSG00000177380,1917,1771,0.0609609,-0.1902479,-0.3722395,0.07080147,0.1554166,0.7327991,0.31967239000000003,-0.1671755,0.7135824851893007,,0.115627355229607
Ppfia4,MGI:1915757,PPFIA4,HGNC:9248,ENSMUSG00000026458,ENSG00000143847,2183,2406,0.7132282,0.6727378,0.4617573,-2.257351,-3.307723,-2.396729,-2.6539343333333334,0.6159077666666667,9.645406893840363,+,0.000642211585413341
Ppia,MGI:97749,PPIA,HGNC:9253,ENSMUSG00000071866,ENSG00000196262,1994,2096,-1.794802,-3.106905,-2.893475,2.085007,3.053485,2.375116,2.504536,-2.5983940000000003,0.029098124935271617,+,0.000509666293844857
Ppp1ca,MGI:103016,PPP1CA,HGNC:9281,ENSMUSG00000040385,ENSG00000172531,2140,686,2.719649,3.517549,3.823267,1.285087,0.5270498,1.996197,1.2694446000000001,3.353488333333333,4.239939659631526,,0.0178057772639789
Ppp1cb,MGI:104871,PPP1CB,HGNC:9282,ENSMUSG00000014956,ENSG00000213639,1391,1388,0.5145732,0.8456485,1.007818,0.3691042,-0.08187705,1.019676,0.4356343833333334,0.7893465666666666,1.2778444086931497,,0.370754383922303
Ppp1cc,MGI:104872,PPP1CC,HGNC:9283,ENSMUSG00000004455,ENSG00000186298,198,1169,2.029794,2.073102,2.368735,-0.8029711,-0.100633,0.2077302,-0.23195796666666668,2.157210333333333,5.238552768814678,+,0.00166896859810708
Ppp1r9a,MGI:2442401,PPP1R9A,HGNC:14946,ENSMUSG00000032827,ENSG00000158528,289,1620,0.6835773,0.1985981,-1.325231,-2.022046,-1.078554,-1.279517,-1.460039,-0.1476852,2.4834639418331936,,0.121634103638952
Ppp1r9b,MGI:2387581,PPP1R9B,HGNC:9298,ENSMUSG00000038976,ENSG00000108819,1051,1872,2.265493,2.068722,1.555258,-1.369123,0.2748819,0.6688117,-0.1418098,1.9631576666666668,4.301880551658959,,0.0330892973004535
Ppp2r1a,MGI:1926334,PPP2R1A,HGNC:9302,ENSMUSG00000007564,ENSG00000105568,2153,1370,1.640611,1.989816,1.759871,0.7982792,1.480681,2.650071,1.6430103999999999,1.7967659999999999,1.1124616478655496,,0.793794528824358
Ppp2r5e,MGI:1349473,PPP2R5E,HGNC:9313,ENSMUSG00000021051,ENSG00000154001,110,1099,0.7074096,1.735464,1.216256,0.6778751,1.700029,1.39282,1.2569080333333333,1.2197098666666666,0.9745457593918143,,0.934304389783595
Ppp3ca,MGI:107164,PPP3CA,HGNC:9314,ENSMUSG00000028161,ENSG00000138814,1271,421,1.732249,2.066677,1.52124,1.824431,2.0685,2.454859,2.11593,1.7733886666666665,0.7886508648525261,,0.230953245835465
Ppp3cb,MGI:107163,PPP3CB,HGNC:9315,ENSMUSG00000021816,ENSG00000107758,889,131,-4.964731,-2.208051,-3.370678,-1.026882,-0.3674667,0.4346931,-0.31988520000000004,-3.5144866666666665,0.10922678087483821,,0.0241377519905635
Praf2,MGI:1859607,PRAF2,HGNC:28911,ENSMUSG00000031149,ENSG00000102050,862,390,-1.468987,-1.74913,-1.665097,0.5341392,0.4002539,-0.7635107,0.056960800000000034,-1.6277380000000001,0.31106785002569753,,0.0160224992244875
Prdx1,MGI:99523,PRDX1,HGNC:9352,ENSMUSG00000028691,ENSG00000117450,60,427,-1.415844,-0.5989122,-0.6773818,1.334572,1.851238,-0.986142,0.7332226666666667,-0.8973793333333333,0.3229534192797255,,0.147798630594626
Prdx5,MGI:1859821,PRDX5,HGNC:9355,ENSMUSG00000024953,ENSG00000126432,792,667,-1.559977,-1.764345,-2.236424,-0.5632365,-0.7545685,-1.248408,-0.8554043333333333,-1.853582,0.5006319716579795,,0.0251149751425264
Prkar1a,MGI:104878,PRKAR1A,HGNC:9388,ENSMUSG00000020612,ENSG00000108946,683,2286,2.93603,3.220845,3.008042,1.807846,0.9699117,1.335987,1.3712482333333333,3.0549723333333336,3.2125615602318836,+,0.00281322866123208
Prkar2a,MGI:108025,PRKAR2A,HGNC:9391,ENSMUSG00000032601,ENSG00000114302,1075,978,0.8329667,1.576457,1.229737,-1.423748,0.1815898,-0.8462089,-0.6961223666666667,1.2130535666666666,3.75594499016538,,0.0208703676161168
Prkar2b,MGI:97760,PRKAR2B,HGNC:9392,ENSMUSG00000002997,ENSG00000005249,2154,1097,3.636789,4.354207,4.367829,2.047625,3.019461,2.317533,2.4615396666666665,4.119608333333333,3.1559375701755807,,0.0117166141509406
Prkcc,MGI:97597,PRKCG,HGNC:9402,ENSMUSG00000078816,ENSG00000126583,252,436,-1.340118,0.5097591,-0.2891432,-0.9722278,1.084363,0.1348927,0.08234263333333333,-0.3731673666666666,0.7292523321579514,,0.599568657175824
Prkra,MGI:1344375,PRKRA,HGNC:9438,ENSMUSG00000002731,ENSG00000180228,662,2064,-4.415082,-5.26366,-3.295442,-0.2269004,-0.9853093,-1.477146,-0.8964519000000001,-4.3247279999999995,0.0928936570292899,,0.00712674683362735
Prosapip1,MGI:2656976,NOT_FOUND,NOT_FOUND,ENSMUSG00000037703,ENSG00000088899,920,2174,-0.4571756,-0.1157602,-0.1679948,-1.841863,-2.134818,-2.103967,-2.026882666666667,-0.24697686666666666,3.4340375147902873,+,0.000227379804569741
Prps1,MGI:97775,PRPS1,HGNC:9462,ENSMUSG00000031432,ENSG00000147224,1439,2400,-4.697392,-1.812922,-0.9468086,-2.369252,-1.571528,-2.76569,-2.23549,-2.485707533333333,0.8407696322504442,,0.843333867465738
Psmc1,MGI:106054,PSMC1,HGNC:9547,ENSMUSG00000021178,ENSG00000100764,392,814,-2.906891,-3.196901,-3.388758,-3.411819,-1.813359,-1.941535,-2.388904333333333,-3.164183333333334,0.5842756214233678,,0.218469750887021
Psmd11,MGI:1916327,PSMD11,HGNC:9556,ENSMUSG00000017428,ENSG00000108671,1129,1051,-3.314358,-3.435676,-6.378493,-2.090164,-1.779104,-1.625747,-1.8316716666666668,-4.376175666666666,0.17140677031286577,,0.0655863253443054
Psmd14,MGI:1913284,PSMD14,HGNC:16889,ENSMUSG00000026914,ENSG00000115233,791,161,-2.273913,-4.63221,-3.922033,-0.89965,-0.9420861,-1.807676,-1.2164707000000001,-3.6093853333333334,0.19039735825816553,,0.034365130541324
Psmd2,MGI:1096584,PSMD2,HGNC:9559,ENSMUSG00000006998,ENSG00000175166,426,489,-1.468915,-2.790004,-2.311085,-1.489218,-1.257422,-1.294344,-1.3469946666666666,-2.1900013333333335,0.5574805332508309,,0.0983934110899947
Ptn,MGI:97804,PTN,HGNC:9630,ENSMUSG00000029838,ENSG00000105894,1958,547,-4.061619,-4.663744,-4.664789,-1.794613,-4.871974,-2.95895,-3.208512333333333,-4.4633840000000005,0.41903084009866165,,0.243977536781083
Ptprd,MGI:97812,PTPRD,HGNC:9668,ENSMUSG00000028399,ENSG00000153707,1137,2000,1.192758,1.474831,1.398946,0.04365213,0.7488559,0.3110002,0.3678360766666667,1.3555116666666667,1.9829875090801448,,0.0112823341487678
Ptprs,MGI:97815,PTPRS,HGNC:9681,ENSMUSG00000013236,ENSG00000105426,1789,1230,0.5798933,0.2046726,0.7938701,-2.051413,-0.615257,-1.582391,-1.4163536666666667,0.5261453333333334,3.8437086895873707,,0.0131068348258664
Ptprz1,MGI:97816,PTPRZ1,HGNC:9685,ENSMUSG00000068748,ENSG00000106278,2263,2153,-2.562749,-3.293831,-1.860662,-1.083864,-0.3902101,-0.8487905,-0.7742882,-2.572414,0.2875478986671208,,0.0175547143110117
Pura,MGI:103079,PURA,HGNC:9701,ENSMUSG00000043991,ENSG00000185129,754,312,4.890762,4.600105,4.790508,1.274972,1.380562,2.041898,1.565810666666667,4.760458333333333,9.15555705206054,+,0.000232397078714152
Pycrl,MGI:1913444,PYCRL,HGNC:25846,ENSMUSG00000022571,ENSG00000104524,2207,939,-1.664988,-1.14731,-1.381246,-0.9514135,-2.333583,-1.692371,-1.6591224999999998,-1.397848,1.1985370439721634,,0.573229797498633
Qk,MGI:97837,QKI,HGNC:21100,ENSMUSG00000062078,ENSG00000112531,1874,701,-1.423554,-1.605639,-1.313325,-1.271401,-2.847149,-0.7293203,-1.6159567666666668,-1.447506,1.1238509927752087,,0.805650693249788
Rab1,MGI:97842,RAB1A,HGNC:9758,ENSMUSG00000020149,ENSG00000138069,200,196,-2.204433,-1.92739,-2.112191,0.9465427,0,0.1391138,0.3618855,-2.081338,0.18387235581519062,+,0.00133557617668334
Rab14,MGI:1915615,RAB14,HGNC:16524,ENSMUSG00000026878,ENSG00000119396,1568,571,-1.243438,-1.557094,-1.533272,-1.055005,-2.241446,-1.764084,-1.686845,-1.4446013333333332,1.1828307597790708,,0.536928008874238
Rab1b,MGI:1923558,RAB1B,HGNC:18370,ENSMUSG00000024870,ENSG00000174903,313,196,-2.004226,-0.6390548,-2.016722,0.9465427,0,0.1391138,0.3618855,-1.553334266666667,0.26513154460645805,,0.0244523405661168
Rab3a,MGI:97843,RAB3A,HGNC:9777,ENSMUSG00000031840,ENSG00000105649,748,461,-3.633281,-0.9673546,-2.388699,-0.3919861,-4.257463,-2.587886,-2.4124450333333334,-2.3297782000000002,1.0589737538908564,,0.954402270106776
Rab3c,MGI:1914545,RAB3C,HGNC:30269,ENSMUSG00000021700,ENSG00000152932,1070,1437,-0.7032487,-0.4752858,-2.090124,-2.033802,-2.596341,-0.2924821,-1.6408750333333335,-1.0895528333333333,1.465428115091757,,0.555321318356345
Rab5a,MGI:105926,RAB5A,HGNC:9783,ENSMUSG00000017831,ENSG00000144566,749,767,-3.000463,-2.976115,-4.449587,-3.040994,-6.055197,-0.3129367,-3.1363758999999996,-3.4753883333333335,0.7905823032335628,,0.854061057210905
Rab6b,MGI:107283,RAB6B,HGNC:14902,ENSMUSG00000032549,ENSG00000154917,750,1705,-3.273602,-2.260935,-3.848767,0.1931213,-0.2024301,-0.8312664,-0.2801917333333333,-3.127768,0.13892938998081994,,0.00669144822452261
Rab7,MGI:105068,RAB7A,HGNC:9788,ENSMUSG00000079477,ENSG00000075785,539,1835,-1.245816,-2.185526,0.1392353,-0.6790912,-3.051343,-2.52954,-2.0866580666666668,-1.0973689,1.985206614503563,,0.372844176170788
Rac1,MGI:97845,RAC1,HGNC:9801,ENSMUSG00000001847,ENSG00000136238,363,599,5.468799,6.091801,6.275568,5.285605,5.869002,4.294645,5.149750666666667,5.945389333333334,1.735845645746278,,0.200984406910898
Rala,MGI:1927243,RALA,HGNC:9839,ENSMUSG00000008859,ENSG00000006451,1379,513,0.2943404,0.3045865,-0.9969804,1.078569,0.2947668,0.3469103,0.5734153666666667,-0.1326845,0.612974997019765,,0.231350484236589
Ralgapb,MGI:2444531,RALGAPB,HGNC:29221,ENSMUSG00000027652,ENSG00000170471,1934,1840,-2.255428,-2.776108,-0.3394888,-4.489473,-3.470555,-5.008447,-4.322825000000001,-1.7903415999999999,5.785667441681242,,0.0433006219426285
Rap1a,MGI:97852,RAP1A,HGNC:9855,ENSMUSG00000068798,ENSG00000116473,614,925,0.6246368,0.4283225,1.690803,1.606709,1.550869,0.06525637,1.0742781233333334,0.9145874333333334,0.8952169825072505,,0.815037474258804
Rap1gds1,MGI:2385189,RAP1GDS1,HGNC:9859,ENSMUSG00000028149,ENSG00000138698,2170,1377,-3.78482,-2.181549,-3.092095,-0.5114818,-0.230611,1.10307,0.12032573333333334,-3.0194880000000004,0.11345454160931441,,0.00994317528159416
Rapgef2,MGI:2659071,RAPGEF2,HGNC:16854,ENSMUSG00000062232,ENSG00000109756,2355,2348,-1.648721,-1.399423,-1.50803,-1.89099,-1.140942,-1.058735,-1.3635556666666666,-1.5187246666666667,0.8980271701370542,,0.602008450720495
Rapgef4,MGI:1917723,RAPGEF4,HGNC:16626,ENSMUSG00000049044,ENSG00000091428,1779,1524,2.401295,2.412301,1.603491,-0.5297233,-0.7008436,0.5825412,-0.21600856666666665,2.1390290000000003,5.116075542038321,,0.00820244345119517
Rapgef6,MGI:2384761,RAPGEF6,HGNC:20655,ENSMUSG00000037533,ENSG00000158987,1566,2168,0.9417173,-1.161388,0.2287751,0.4547361,-0.2872365,2.119108,0.7622025333333333,0.0030347999999999673,0.5908370764586259,,0.46550856767942
Rasal2,MGI:2443881,RASAL2,HGNC:9874,ENSMUSG00000070565,ENSG00000075391,237,1807,-2.142855,-2.047661,-1.919949,-3.904573,-4.185986,-3.649458,-3.9133389999999992,-2.036821666666667,3.671875984383477,+,0.00036452811940224
Rasgrf2,MGI:109137,RASGRF2,HGNC:9876,ENSMUSG00000021708,ENSG00000113319,771,37,-1.290307,-1.814367,-1.286445,-2.517636,-3.985955,-4.923912,-3.8091676666666667,-1.4637063333333333,5.082228824307384,,0.0313985491157529
Rbx1,MGI:1891829,RBX1,HGNC:9928,ENSMUSG00000022400,ENSG00000100387,127,527,1.050067,-0.2402108,-0.4485463,0.09551228,0.9570449,1.258897,0.7704847266666667,0.12043663333333333,0.6372590697911517,,0.328110569239924
Rdx,MGI:97887,RDX,HGNC:9944,ENSMUSG00000032050,ENSG00000137710,2398,2183,-1.871295,-3.992999,-2.72368,-0.6124141,-1.55419,-2.830096,-1.6655667,-2.8626579999999997,0.4361537503108096,,0.250010745259248
Reps2,MGI:2663511,REPS2,HGNC:9963,ENSMUSG00000040855,ENSG00000169891,1850,1285,-4.026329,-3.719467,-4.441134,-3.42546,-1.622032,-2.922599,-2.656697,-4.06231,0.3774577308168512,,0.071369774899676
Rgs7,MGI:1346089,RGS7,HGNC:10003,ENSMUSG00000026527,ENSG00000182901,912,320,1.444454,1.840719,1.542886,0.9932535,0.6282856,1.927531,1.1830233666666667,1.6093529999999998,1.3438104303879594,,0.351669746768162
Rhoa,MGI:1096342,RHOA,HGNC:667,ENSMUSG00000007815,ENSG00000067560,2105,1419,-0.6701174,-1.126135,-1.079145,-0.2067313,-0.8093859,-2.155561,-1.0572260666666666,-0.9584658,1.0708528642672632,,0.87601287318117
Rhob,MGI:107949,RHOB,HGNC:668,ENSMUSG00000054364,ENSG00000143878,34,1795,0.3967827,-0.265137,-0.5154597,-0.3455117,-1.73466,-2.069623,-1.3832649000000001,-0.127938,2.387212342783937,,0.102036383435714
Rhog,MGI:1928370,RHOG,HGNC:672,ENSMUSG00000073982,ENSG00000177105,568,259,1.040279,0.1978661,0.09683368,1.091592,0.3209761,0.4425078,0.6183586333333333,0.4449929266666666,0.8867714902446204,,0.674234575940287
Rhot1,MGI:1926078,RHOT1,HGNC:21168,ENSMUSG00000017686,ENSG00000126858,2216,475,-0.7340738,-0.169503,-0.4098959,-0.6603131,-0.5540626,-1.612267,-0.9422142333333333,-0.4378242333333333,1.4185234496100438,,0.248842207984361
Rimbp2,MGI:2443235,RIMBP2,HGNC:30339,ENSMUSG00000029420,ENSG00000060709,1290,2325,0.6467454,0.4456115,0.2922315,-2.148615,-2.087657,-3.11588,-2.4507173333333334,0.46152946666666667,7.527896537622803,+,0.00112128146152133
Rims1,MGI:2152971,RIMS1,HGNC:17282,ENSMUSG00000041670,ENSG00000079841,1823,2308,2.012011,1.323428,1.502135,-0.3153573,-0.4271334,0.2677387,-0.15825066666666668,1.6125246666666666,3.41237295223965,+,0.00403612457440352
Rock2,MGI:107926,ROCK2,HGNC:10252,ENSMUSG00000020580,ENSG00000134318,1734,34,-1.509949,-1.116961,-1.686647,-3.166764,-1.992033,-2.127725,-2.4288406666666664,-1.4378523333333335,1.9875461138569617,,0.0718101264699018
Rph3a,MGI:102788,RPH3A,HGNC:17056,ENSMUSG00000029608,ENSG00000089169,1003,105,1.599427,2.286441,2.704053,2.418254,1.645442,2.424841,2.1628456666666667,2.1966403333333333,1.02370119053756,,0.938725532664104
Rpl10a,MGI:1343877,RPL10A,HGNC:10299,ENSMUSG00000037805,ENSG00000198755,1962,2339,-0.7685277,0.3950135,-0.4645656,0.823846,-0.2092988,-0.05680296,0.18591474666666666,-0.27935993333333337,0.7243331557021121,,0.382254087078276
Rpl11,MGI:1914275,RPL11,HGNC:10301,ENSMUSG00000059291,ENSG00000142676,1841,1602,-0.4537004,0.06426089,0.107028,-2.015617,0.03504355,-2.757934,-1.5795024833333333,-0.09413716999999999,2.7998806157458476,,0.157133546534291
Rpl12,MGI:98002,RPL12,HGNC:10302,ENSMUSG00000038900,ENSG00000172746,795,2338,2.901563,2.629795,2.054995,1.948841,1.52805,0.1584111,1.2117673666666666,2.5287843333333333,2.49150413204478,,0.0913976455067873
Rpl13,MGI:105922,RPL13,HGNC:10303,ENSMUSG00000000740,ENSG00000167526,2075,1094,0.3044809,0.3545036,0.31707,-0.3289763,-1.291148,-2.193989,-1.2713711,0.3253515,3.024554380277568,,0.0413847703304855
Rpl19,MGI:98020,RPL19,HGNC:10312,ENSMUSG00000017404,ENSG00000108298,812,449,0.2183066,0.2849386,-0.6457679,-0.2349209,-2.047285,-2.559002,-1.6137359666666669,-0.04750756666666667,2.961295375824387,,0.110397523896976
Rpl23a,MGI:3040672,RPL23A,HGNC:10317,ENSMUSG00000058546,ENSG00000198242,667,1963,0.5354939,-0.6581846,0.8057911,0.1489763,-1.002193,-3.483008,-1.4454082333333333,0.2277001333333333,3.189009436578551,,0.22338644994914
Rpl24,MGI:1915443,RPL24,HGNC:10325,ENSMUSG00000022601,ENSG00000114391,1727,1532,1.714483,1.233969,1.914024,-0.1296675,-0.9044594,-2.145482,-1.0598696333333333,1.6208253333333333,6.411646858174244,,0.012465979786976
Rpl3,MGI:1351605,RPL3,HGNC:10332,ENSMUSG00000060036,ENSG00000100316,2133,1489,0.004880514,-0.6601879,-0.2659021,-1.339577,-2.366667,-2.797548,-2.1679306666666665,-0.30706982866666666,3.63224328871533,,0.0171148347954304
Rpl30,MGI:98037,RPL30,HGNC:10333,ENSMUSG00000058600,ENSG00000156482,1417,1055,-2.035846,0.05730628,0.3953918,-1.785874,-0.4509633,-2.119964,-1.4522671,-0.5277159733333333,1.898093586129187,,0.369665394671196
Rpl35,MGI:1913739,RPL35,HGNC:10344,ENSMUSG00000062997,ENSG00000136942,1963,1282,1.960582,0.5014532,1.237938,0.4004463,0.73272,-0.3870945,0.2486906,1.2333243999999999,1.978810966505574,,0.140285438793285
Rpl38,MGI:1914921,RPL38,HGNC:10349,ENSMUSG00000057322,ENSG00000172809,1320,923,0.6905293,0.0601195,-0.8599866,3.664982,2.943631,2.590718,3.066443666666667,-0.03644593333333335,0.11639575914289754,+,0.00486330617528363
Rpl4,MGI:1915141,RPL4,HGNC:10353,ENSMUSG00000032399,ENSG00000174444,143,118,1.660118,2.537659,1.8802,1.412633,-0.9503658,0.6347842,0.3656838,2.0259923333333334,3.1608411495364086,,0.0893256603902509
Rpl6,MGI:108057,RPL6,HGNC:10362,ENSMUSG00000029614,ENSG00000089009,1775,1401,1.121284,0.05071472,0.6135147,-2.118824,-3.96962,-3.097704,-3.062049333333333,0.59517114,12.61633067116158,+,0.00407265801931357
Rpl7,MGI:98073,RPL7,HGNC:10363,ENSMUSG00000043716,ENSG00000214485,955,1381,1.063795,0.8749758,-0.1027134,-1.011603,-0.1536222,-1.454303,-0.8731760666666667,0.6120191333333332,2.7995504912696814,,0.0476002330567234
Rpl7a,MGI:1353472,RPL7A,HGNC:10364,ENSMUSG00000062647,ENSG00000148303,1670,1557,2.930438,2.207987,1.681198,0,-0.05665735,-2.416101,-0.8242527833333333,2.2732076666666665,8.559107988847883,,0.0239770107239726
Rpl8,MGI:1350927,RPL8,HGNC:10368,ENSMUSG00000003970,ENSG00000161016,440,915,2.248753,2.00712,1.152945,0.6513799,-0.5954912,-1.073401,-0.3391707666666666,1.802939333333333,4.41407180943165,,0.0249211468443417
Rplp0,MGI:1927636,RPLP0,HGNC:10371,ENSMUSG00000067274,ENSG00000089157,307,1418,1.723004,1.733209,1.6311,1.372116,0.6049628,0.4764472,0.8178420000000001,1.695771,1.8377353234374767,,0.0355648753329383
Rpn1,MGI:98084,RPN1,HGNC:10381,ENSMUSG00000030062,ENSG00000163902,828,1358,-0.836005,-0.5860617,-0.761001,-1.689207,-2.431463,-2.620444,-2.247038,-0.7276892333333334,2.866616211801871,,0.00663677399234701
Rps11,MGI:1351329,RPS11,HGNC:10384,ENSMUSG00000003429,ENSG00000142534,803,2290,2.75545,2.132658,0.8802304,0.3707068,-1.064161,-2.357989,-1.0171477333333332,1.922779466666667,7.673725720077975,,0.0377818091599304
Rps13,MGI:1915302,RPS13,HGNC:10386,ENSMUSG00000066362,ENSG00000110700,1496,562,0.9622002,-0.5771581,-0.5816222,0.4839646,-0.7021567,-2.349362,-0.8558513666666667,-0.06552670000000001,1.7294636204052805,,0.460499575302977
Rps14,MGI:98107,RPS14,HGNC:10387,ENSMUSG00000024608,ENSG00000164587,845,1510,2.237967,1.864318,1.763497,1.765347,1.575753,0.7773508,1.3728169333333333,1.9552606666666668,1.497383469963752,,0.157433897108569
Rps15a,MGI:2389091,RPS15A,HGNC:10389,ENSMUSG00000008683,ENSG00000134419,1497,1262,-0.6034323,-0.77868,-0.8687339,-1.464089,-1.985109,-3.013481,-2.1542263333333334,-0.7502820666666667,2.646240649852992,,0.0383988549759829
